article-title,article-pmid
FMRI-adaptation to highly-rendered color photographs of animals and manipulable artifacts during a classification task ,22015854
Amygdala-cingulate intrinsic connectivity is associated with degree of social inhibition,24534162
"Interacting Outcome Retrieval, Anticipation, and Feedback Processes in the Human Brain",19429861
Mapping social target detection with functional magnetic resonance imaging,19015088
The Neural Correlates of Humor Creativity,27932965
Neural correlates of olfactory and visual memory performance in 3D-simulated mazes after intranasal insulin application ,27492601
Ultra-High-Field fMRI Reveals a Role for the Subiculum in Scene Perceptual Discrimination,28213445
Rehabilitation of Communicative Abilities in Patients with a History of TBI: Behavioral Improvements and Cerebral Changes in Resting-State Activity,27047353
Cross-cultural consistency and diversity in intrinsic functional organization of Broca's Region ,28215624
The effect of video-guidance on passive movement in patients with cerebral palsy: fMRI study ,23927991
Examining gray matter structures associated with individual differences in global life satisfaction in a large sample of young adults,25406366
The role of the posterior parietal cortex in drawing by copying ,19027762
Spontaneous brain activity and EEG microstates. A novel EEG/fMRI analysis approach to explore resting-state networks ,20139014
Meta-analyzing brain dysfunctions in dyslexic children and adults ,21338695
Depression alters maternal extended amygdala response and functional connectivity during distress signals in attachment relationship,28263829
On-line plasticity in spoken sentence comprehension: Adapting to time-compressed speech,19632341
Alterations in brain metabolism and function following administration of low-dose codeine phosphate: 1 H-magnetic resonance spectroscopy and resting-state functional magnetic resonance imaging studies,27446252
Do EEG paradigms work in fMRI? Varying task demands in the visual oddball paradigm: Implications for task design and results interpretation ,23537937
Evaluation of activity-dependent functional pH and T1ρ response in the visual cortex ,24486980
White matter microstructural abnormalities in the frontal lobe of adults with antisocial personality disorder ,21777912
Laminar activity in the hippocampus and entorhinal cortex related to novelty and episodic encoding,25424131
Functional and structural neural indices of risk aversion in obsessive–compulsive disorder (OCD) ,22959813
Dissociable neural representations of reinforcement and belief prediction errors underlie strategic learning,22307594
Functional abnormalities of the right posterior insula are related to the altered self-experience in schizophrenia ,27662482
BASCO: a toolbox for task-related functional connectivity,26441558
Functional and anatomical connectivity abnormalities in left inferior frontal gyrus in schizophrenia,19569073
"Characterizing the normative profile of 18F-FDG PET brain imaging: Sex difference, aging effect, and cognitive reserve ",24262800
Differential prefrontal–temporal neural correlates of semantic processing in children,16098571
Down but not out in posterior cingulate cortex: Deactivation yet functional coupling with prefrontal cortex during demanding semantic cognition,27485753
The neural correlates of beauty comparison,23508477
Perceptual contributions to problem solving: Chunk decomposition of Chinese characters ,17027779
"Sources of Phoneme Errors in Repetition: Perseverative, Neologistic, and Lesion Patterns in Jargon Aphasia",28522967
An fMRI study of facial emotion processing in children and adolescents with 22q11.2 deletion syndrome,25972975
Time-efficient localization of the human secondary somatosensory cortex by functional magnetic resonance imaging ,15896481
Brain structure anomalies in autism spectrum disorder—a meta‐analysis of VBM studies using anatomic likelihood estimation,21692142
Volumetric brain abnormalities in polysubstance use disorder patients,27358566
Positron Emission Tomography Reveals Abnormal Topological Organization in Functional Brain Network in Diabetic Patients,27303259
Effect of methylphenidate on executive functioning in adults with attention-deficit/hyperactivity disorder: Normalization of behavior but not related brain activity ,15476690
fMRI evidence of improved visual function in patients with progressive retinitis pigmentosa by eye-movement training,25068106
Neural Correlates of Attentional Flexibility during Approach and Avoidance Motivation,26000735
Functional neuroimaging correlates of mental fatigue induced by cognition among chronic fatigue syndrome patients and controls ,17408973
Marginal neurofunctional changes in high-performing older adults in a verbal fluency task ,25461916
Interactions between reward and threat during visual processing,23770538
Abnormal baseline brain activity in drug-naïve patients with Tourette syndrome: a resting-state fMRI study,24427134
Functional connectivity in a frontoparietal network involving the dorsal anterior cingulate cortex underlies decisions to accept a hypothesis ,23474076
Cerebrospinal Fluid Space Alterations in Melancholic Depression,22761673
Functional connectivity of motor cortical network in patients with brachial plexus avulsion injury after contralateral cervical nerve transfer: a resting-state fMRI study,28236051
Motor function deficits in schizophrenia: an fMRI and VBM study,24562867
"Prefrontal cortex activity in self-initiated movements is condition-specific, but not movement-related ",16054840
An fMRI study of joint action–varying levels of cooperation correlates with activity in control networks,22715326
Remedial action and feedback processing in a time-estimation task: Evidence for a role of the rostral cingulate zone in behavioral adjustments without learning ,20709177
Role of medial prefrontal cortex in representing one’s own subjective emotional responses: A preliminary study ,25282525
Differential activation of the anterior cingulate cortex and caudate nucleus in persons with a family history of alcoholism during a gambling simulation: Studies from the Oklahoma Family Health Patterns Project,19026496
Cerebral asymmetry for language: Comparing production with comprehension ,26548403
Atypical Cortical Gyrification in Adolescents with Histories of Heavy Prenatal Alcohol Exposure,26275919
Multiple genetic imaging study of the association between cholesterol metabolism and brain functional alterations in individuals with risk factors for Alzheimer's disease,26985771
Activity in the primary somatosensory cortex induced by reflexological stimulation is unaffected by pseudo-information: a functional magnetic resonance imaging study,23711332
Lower cognitive reserve in the aging human immunodeficiency virus-infected brain,23158761
Limbic responses to reward cues correlate with antisocial trait density in heavy drinkers,22227139
"Voxel-based analysis of Alzheimer's disease PET imaging using a triplet of radiotracers: PIB, FDDNP, and FDG ",20385246
The DCDC2 /intron 2 deletion and white matter disorganization: Focus on developmental dyslexia,24926531
Human avoidance and approach learning: Evidence for overlapping neural systems and experiential avoidance modulation of avoidance neurocircuitry ,21840340
Invariance detection in the brain: Revealed in a stepwise category induction task ,24887644
The prediction of rapid conversion to Alzheimer's disease in mild cognitive impairment using regional cerebral blood flow SPECT ,16129627
Effects of cerebrovascular risk factors on gray matter volume in adults aged 60–64 years: A voxel-based morphometric study ,16962291
Individual differences in neural regions functionally related to real and imagined stuttering,23333668
Phonological manipulation between speech perception and production activates a parieto-frontal circuit ,21787870
Occipitoparietal contributions to recognition memory: stimulus encoding prompted by verbal instructions and operant contingencies,17711573
Limbic Scars: Long-Term Consequences of Childhood Maltreatment Revealed by Functional and Structural Magnetic Resonance Imaging ,22112927
Functional MRI evidence for language plasticity in adult epileptic patients: Preliminary results,18728818
The neurosteroids allopregnanolone and dehydroepiandrosterone modulate resting‐state amygdala connectivity,24302681
The Development of Brain Systems Associated with Successful Memory Retrieval of Scenes,22815515
Right temporopolar activation associated with unique perception ,18374603
Hyperactive error responses and altered connectivity in ventromedial and fronto-insular cortices in obsessive-compulsive disorder,21144497
The effect of adult-acquired hippocampal damage on memory retrieval: An fMRI study ,15886022
Structural deficits and cognitive impairment in tuberculous meningitis,26198732
Functional Neuroimaging Correlates of Autobiographical Memory Deficits in Subjects at Risk for Depression,25919972
Resilience to the contralateral visual field bias as a window into object representations,27160998
Neural Predictors and Mechanisms of Cognitive Behavioral Therapy on Threat Processing in Social Anxiety Disorder,23665375
Response preferences for “what” and “where” in human non-primary auditory cortex ,16733092
Dissociating response selection and conflict in the medial frontal surface ,16150611
What are the Odds? The Neural Correlates of Active Choice during Gambling,22529770
The Brain Network of Naming: A Lesson from Primary Progressive Aphasia,26901052
Neural correlates of self-referential processing and implicit self-associations in chronic depression ,26226432
Neural substrates of faulty decision-making in abstinent marijuana users ,15907305
Visual cortex in dementia with Lewy bodies: magnetic resonance imaging study,22500014
Task-dependent Modulations of Prefrontal and Hippocampal Activity during Intrinsic Word Production,18578599
A Prospective Functional MRI Study for Executive Function in Patients with Systemic Lupus Erythematosus Without Neuropsychiatric Symptoms ,22221909
A proof-of-principle study of multi-site real-time functional imaging at 3T and 7T: Implementation and validation,25672521
Neural activation abnormalities during self-referential processing in schizophrenia: An fMRI study ,24795158
Differential Resting-State Functional Connectivity of Striatal Subregions in Bipolar Depression and Hypomania,26824737
Imaging human supraspinal locomotor centers in brainstem and cerebellum ,18029199
Family history of alcoholism interacts with alcohol to affect brain regions involved in behavioral inhibition,23468100
Evidencing a place for the hippocampus within the core scene processing network,27257784
Prosodic and narrative processing in American Sign Language: An fMRI study,20347996
Longitudinal Changes in Cerebral Response to Proprioceptive Input in Individual Patients after Stroke: An fMRI Study,16885426
Working memory circuit as a function of increasing age in healthy adolescence: A systematic review and meta-analyses,27995059
Decomposing Effects of Time on Task Reveals an Anteroposterior Gradient of Perceptual Decision Regions,23977212
Cortical abnormalities in bipolar disorder investigated with MRI and voxel-based morphometry ,16256376
Unfolding the Spatial and Temporal Neural Processing of Lying about Face Familiarity,24186897
Regional gray matter reductions are associated with genetic liability for anxiety and depression: An MRI twin study ,23433857
Empathy examined through the neural mechanisms involved in imagining how I feel versus how you feel pain ,16140345
Enhanced neural responses to rule violation in children with autism: A comparison to social exclusion,21743819
Topographic Electrophysiological Signatures of fMRI Resting State Networks,20877577
Differential effects of aging on the neural correlates of recollection and familiarity ,23206530
Abnormal brain activity in prefrontal brain regions in abstinent marijuana users ,15528091
Enriched Encoding: Reward Motivation Organizes Cortical Networks for Hippocampal Detection of Unexpected Events,23529005
Dopaminergic basis of the psychosis-prone personality investigated with functional magnetic resonance imaging of procedural learning,23596404
Residual vectors for Alzheimer disease diagnosis and prognostication,22399094
Functional brain network abnormalities during verbal working memory performance in adolescents and young adults with dyslexia ,19782695
A resting-state fMRI study on early-stage drug-naïve Parkinson’s disease patients with drooling ,27717835
Altered resting perfusion and functional connectivity of default mode network in youth with autism spectrum disorder,26445698
Neural substrates of visuomotor learning based on improved feedback control and prediction,18032069
Permutation and parametric tests for effect sizes in voxel-based morphometry of grey matter volume in brain structural MRI,26253778
"Structural deficits in the emotion circuit and cerebellum are associated with depression, anxiety and cognitive dysfunction in methadone maintenance patients: A voxel-based morphometric study ",22386968
Can we share the joy of others? Empathic neural responses to distress vs joy,22156723
Craving correlates with mesolimbic responses to heroin-related cues in short-term abstinence from heroin: An event-related fMRI study ,22759909
Rethinking the role of the rTPJ in attention and social cognition in light of the opposing domains hypothesis: findings from an ALE-based meta-analysis and resting-state functional connectivity,23847497
Lost emotion: Disrupted brain-based tracking of dynamic affective episodes in anxiety and depression ,28013067
Reduced cortical thickness and its association with social reactivity in children with autism spectrum disorder ,26329119
Hippocampal dysfunction during declarative memory encoding in schizophrenia and effects of genetic liability,25497222
Encoding: The keystone to efficient functioning of verbal short-term memory ,21958650
Reinforcement Learning Signal Predicts Social Conformity ,19146819
Altered functional connectivity of basal ganglia circuitry in dental phobia,24084590
Aberrant spontaneous brain activity in chronic tinnitus patients revealed by resting-state functional MRI,25379434
Functional brain correlates of response time variability in children ,17350054
The neural network sustaining the crossmodal processing of human gender from faces and voices: An fMRI study ,20832486
Dissociable large-scale networks anchored in the right anterior insula subserve affective experience and attention 1,22361166
Evidence of Impaired Brain Activity Balance after Passive Sensorimotor Stimulation in Multiple Sclerosis,23799005
A role for midcingulate cortex in the interruptive effects of pain anticipation on attention ,18752995
Unreliability of putative fMRI biomarkers during emotional face processing,28506872
Effect of working memory on evaluation-related frontocentral negativity ,15863229
Neural substrates underlying evaluation of pain in actions depicted in words ,17512615
A Shared Neural Substrate for Mentalizing and the Affective Component of Sentence Comprehension,23342148
Altered Regional and Circuit Resting-State Activity Associated with Unilateral Hearing Loss,24788317
Effective connectivity among brain regions associated with slow temporal summation of C-fiber evoked pain in fibromyalgia patients and healthy controls,22480771
Biological motion task performance predicts superior temporal sulcus activity ,22024246
Similar brain networks for detecting visuo-motor and visuo-proprioceptive synchrony ,16406606
Covariation of activity in visual and prefrontal cortex associated with subjective visual perception,9990082
The Effect of the Visual Context in the Recognition of Symbolic Gestures,22363406
Frequency-dependent changes in the amplitude of low-frequency fluctuations in patients with Wilson’s disease: a resting-state fMRI study,28116563
Gender differences in brain regional homogeneity of healthy subjects after normal sleep and after sleep deprivation: A resting-state fMRI study ,22503940
Neural correlates of executive attention in adults born very preterm,26640769
A Dual-Route Perspective on Brain Activation in Response to Visual Words: Evidence for a Length by Lexicality Interaction in the Visual Word Form Area (VWFA),19896538
The role of the posterior superior temporal sulcus in the processing of unmarked transitivity ,17222565
Cognitive control network connectivity in adolescent women with and without a parental history of depression,24270043
Modulation of spontaneous breathing via limbic/paralimbic-bulbar circuitry: An event related fMRI study,19450692
Converging effects of cocaine addiction and sex on neural responses to monetary rewards,26809268
Neural Organization of Linguistic Short-Term Memory is Sensory Modality-Dependent,18457510
Mapping the brain correlates of borderline personality disorder: A functional neuroimaging meta-analysis of resting state studies ,27552444
Default Mode and Executive Networks Areas: Association with the Serial Order in Divergent Thinking,27627760
Disruptions in Resting State Functional Connectivity and Cerebral Blood Flow in Mild Traumatic Brain Injury Patients,26241476
Social-Cognitive Deficits in Normal Aging,22514317
Functional disconnections in the direct and indirect amygdala pathways for fear processing in schizophrenia ,17222539
Gray Matter Density of Auditory Association Cortex Relates to Knowledge of Sound Concepts in Primary Progressive Aphasia,22674273
Resting State Distinguish Human Ventral Tegmental Area from Substantia Nigra,24979343
Inducing Negative Affect Increases the Reward Value of Appetizing Foods in Dieters,22524295
Verbal paired-associate learning by APOE genotype in non-demented older adults: fMRI evidence of a right hemispheric compensatory response ◆,16434125
Disrupted Causal Connectivity in Mesial Temporal Lobe Epilepsy,23696798
The Neural Correlates of Persuasion: A Common Network across Cultures and Media,19925175
Distinct loci of lexical and semantic access deficits in aphasia: Evidence from voxel-based lesion-symptom mapping and diffusion tensor imaging ,25880795
Damage to Left Frontal Regulatory Circuits Produces Greater Positive Emotional Reactivity in Frontotemporal Dementia,25461707
Functional connectivity of the human insular cortex during noxious and innocuous thermal stimulation ,20851770
Prefrontal cortex volume reduction on MRI in preclinical Huntington's disease relates to visuomotor performance and CAG number ,18632301
Distinct neural correlates of attending speed vs. coherence of motion ,22963856
Resting-state low-frequency fluctuations reflect individual differences in spoken language learning,26866283
fMRI evidence for the interaction between orthography and phonology in reading Chinese compound words,24319418
Modulation of cognitive cerebello-cerebral functional connectivity by lateral cerebellar continuous theta burst stimulation ,28669908
Effects of prenatal marijuana on visuospatial working memory: An fMRI study in young adults ,16473495
Dissociating dynamic probability and predictability in observed actions—an fMRI study,24847235
Cerebral oscillatory activity during simulated driving using MEG,25566017
Specialization and integration of brain responses to object recognition and location detection,22574269
Impaired attention network in temporal lobe epilepsy: A resting FMRI study ,19393717
False recognition of emotional stimuli is lateralised in the brain: An fMRI study ,18329298
Effect of Dopamine Transporter Genotype on Intrinsic Functional Connectivity Depends on Cognitive State,22047966
Neural Networks Involved in Adolescent Reward Processing: An Activation Likelihood Estimation Meta-Analysis of Functional Neuroimaging Studies,26254587
Impact of Mindfulness-Based Stress Reduction Training on Intrinsic Brain Connectivity,21334442
Developmental changes between ages 13 and 21years in the extent and magnitude of the BOLD response during decision making ,20807576
Longitudinal changes in brain structure following the first episode of psychosis ,21316203
Neural Processing during Older Adults’ Comprehension of Spoken Sentences: Age Differences in Resource Allocation and Connectivity,19666829
Objects Mediate Goal Integration in Ventrolateral Prefrontal Cortex during Action Observation,26218102
Lesion Mapping of Cognitive Abilities Linked to Intelligence,19285465
Deficient prefrontal attentional control in late-life generalized anxiety disorder: an fMRI investigation,22833192
White matter abnormalities in autism detected through transverse relaxation time imaging ,16214373
Cortical networks dynamically emerge with the interplay of slow and fast oscillations for memory of a natural scene ,25700951
Working memory load influences perceptual ambiguity by competing for fronto-parietal attentional resources ,27590722
Cognitive reserve impacts on inter-individual variability in resting-state cerebral metabolism in normal aging ,22796505
Neuronal correlates and serotonergic modulation of behavioural inhibition and reward in healthy and antisocial individuals ,19683258
Observation of sonified movements engages a basal ganglia frontocortical network,23496827
Prefrontal and anterior cingulate cortex abnormalities in Tourette Syndrome: evidence from voxel-based morphometry and magnetization transfer imaging,19435502
ALE meta‐analysis reveals dissociable networks for affective and discriminative aspects of touch,26873519
Functional network interactions during sensorimotor synchronization in musicians and non-musicians ,20363337
Age associations with neural processing of reward anticipation in adolescents with bipolar disorders,27114896
Neural correlates of forgiveness for moral transgressions involving deception ,20307505
"Caloric Deprivation Increases Responsivity of Attention and Reward Brain Regions to Intake, Anticipated Intake, and Images of Palatable Foods",23201365
Treatment Associated Changes of Functional Connectivity of Midbrain/Brainstem Nuclei in Major Depressive Disorder,28819132
“Hearing faces and seeing voices”: Amodal coding of person identity in the human brain,27881866
Effects of motivation on reward and attentional networks: an fMRI study,23170237
Interhemispheric Cerebral Blood Flow Balance during Recovery of Motor Hand Function after Ischemic Stroke—A Longitudinal MRI Study Using Arterial Spin Labeling Perfusion,25191858
Strengthening of Top-Down Frontal Cognitive Control Networks Underlying the Development of Inhibitory Control: A Functional Magnetic Resonance Imaging Effective Connectivity Study,21084608
Dissociating Two Stages of Preparation in the Stop Signal Task Using fMRI,26110429
The Visual Word Form Area: Evidence from an fMRI study of implicit processing of Chinese characters ,18272399
Hearing feelings: A quantitative meta-analysis on the neuroimaging literature of emotional prosody perception ,22841991
Characterization of brain blood flow and the amplitude of low-frequency fluctuations in major depressive disorder: A multimodal meta-analysis ,28068619
Age‐related changes in the cerebral substrates of cognitive procedural learning,18537110
Inter- and Intrahemispheric Connectivity Differences When Reading Japanese Kanji and Hiragana,23382515
Neocerebellar contributions to social perception in adolescents with autism spectrum disorder,25170555
"Impulsivity, aggression and brain structure in high and low lethality suicide attempters with borderline personality disorder",24656768
Gender differences in the temporal voice areas,25126055
"An fMRI Study of Episodic Memory: Retrieval of Object, Spatial, and Temporal Information",15506871
Extra-hippocampal grey matter density abnormalities in paediatric mesial temporal sclerosis ,16006149
Functional Implications of Age Differences in Motor System Connectivity,20589101
Visuospatial perspective taking in a dynamic environment: Perceiving moving objects from a first-person-perspective induces a disposition to act ,20363157
Successful Decoding of Famous Faces in the Fusiform Face Area,25714434
Maladaptive Plasticity in Aphasia: Brain Activation Maps Underlying Verb Retrieval Errors,27429808
Comfort for uncertainty in pathological gamblers: A fMRI study,25277841
Localizing the distributed language network responsible for the N400 measured by MEG during auditory sentence processing ,16769041
The Impact of Developmental Instability on Voxel-Based Morphometry Analyses of Neuroanatomical Abnormalities in Schizophrenia,19775870
Therapy-induced plasticity of cognitive functions in MS patients: Insights from fMRI ,16713204
The Human Factor: Behavioral and Neural Correlates of Humanized Perception in Moral Decision Making,23082194
Acute tryptophan depletion improves performance and modulates the BOLD response during a Stroop task in healthy females ,16650775
Epistasis between Dopamine Regulating Genes Identifies a Nonlinear Response of the Human Hippocampus During Memory Tasks ,18374902
Cerebrovascular reactivity among native-raised high altitude residents: an fMRI study,21943208
Children with mathematical learning disability fail in recruiting verbal and numerical brain regions when solving simple multiplication problems,24858066
Remitted major depression is characterized by reward network hyperactivation during reward anticipation and hypoactivation during reward outcomes,22036801
Regional amyloid burden and intrinsic connectivity networks in cognitively normal elderly subjects,25266592
Effects of serotonin 2A/1A receptor stimulation on social exclusion processing,27091970
Non-verbal emotion communication training induces specific changes in brain function and structure,24146641
ADHD related behaviors are associated with brain activation in the reward system ,21163276
"Patterns of activation and de-activation associated with cue-guided spatial navigation: A whole-brain, voxel-based study ",28663090
White and Gray Matter Volume Changes and Correlation with Visual Evoked Potential in Patients with Optic Neuritis: A Voxel-Based Morphometry Study,27045330
Combined analyses of gray matter voxel-based morphometry and white matter tract-based spatial statistics in pediatric bipolar mania ,23477846
Central control of grasp: Manipulation of objects with complex and simple dynamics ,17451973
Supramodal neural processing of abstract information conveyed by speech and gesture,24062652
Neural correlates of a reversal learning task with an affectively neutral baseline: An event-related fMRI study ,15907318
Access to lexical meaning in pitch-flattened Chinese sentences: An fMRI study ,23262075
An fMRI study measuring analgesia enhanced by religion as a belief system ,18774224
"Activation of cerebellar nuclei comparing finger, foot and tongue movements as revealed by fMRI ",17113951
Subjective Somatosensory Experiences Disclosed by Focused Attention: Cortical-Hippocampal-Insular and Amygdala Contributions,25166875
Pattern reactivation co-varies with activity in the core recollection network during source memory ,26004057
Neural mechanism for judging the appropriateness of facial affect ,16226433
Structural and Diffusion Property Alterations in Unaffected Siblings of Patients with Obsessive-Compulsive Disorder,24489665
Impaired semantic processing during sentence reading in children with dyslexia: Combined fMRI and ERP evidence ,18378166
Functional imaging of stress urinary incontinence ,16150613
Male‐to‐female gender dysphoria: Gender‐specific differences in resting‐state networks,28523232
On the spatial organization of sound processing in the human temporal lobe: A meta-analysis ,22732561
Brain activity modulation during the production of imperative and declarative pointing ,25562826
Dissociation and association of the embodied representation of tool-use verbs and hand verbs: An fMRI study ,21741081
White matter integrity in older females is altered by increased body fat,24957741
Altered thalamo-cortical resting state functional connectivity in smokers ,28536051
Major depressive disorder is associated with abnormal interoceptive activity and functional connectivity in the insula,24387823
D2 receptor genotype and striatal dopamine signaling predict motor cortical activity and behavior in humans ,21087673
Age-Dependent Relationships between Prefrontal Cortex Activation and Processing Efficiency,22792129
Functional topography in the human cerebellum: A meta-analysis of neuroimaging studies ,18835452
Frontal and parietal activity after sleep deprivation is dependent on task difficulty and can be predicted by the fMRI response after normal sleep ,22565029
Neural correlates of individual differences in manual imitation fidelity,23087625
Impaired implicit learning and feedback processing after stroke ,26633264
Corticostriatal functional connectivity in non-medicated patients with obsessive-compulsive disorder ,21067900
Amygdalar enlargement associated with unique perception ,18922517
"To move or not to move, that is the question! Body schema and non-action oriented body representations: An fMRI meta-analytic study ",27177829
Increased cerebral perfusion in adult attention deficit hyperactivity disorder is normalised by stimulant treatment: A non-invasive MRI pilot study ,18511306
Grammatical comprehension deficits in non-fluent/agrammatic primary progressive aphasia,24039027
Visual imagery while reading concrete and abstract Japanese kanji words: An fMRI study ,24512703
Using fMRI to understand event construction in developmental amnesia ,27477629
Sentence processing in anterior superior temporal cortex shows a social-emotional bias,27329686
Vulnerability to simple faints is predicted by regional differences in brain anatomy,19464376
fMRI evidence for strategic decision-making during resolution of pronoun reference,22245014
The thalamus in cirrhotic patients with and without hepatic encephalopathy: A volumetric MRI study ,23981388
Neural correlates of implicit and explicit combinatorial semantic processing,20600969
Resting-state abnormalities in amnestic mild cognitive impairment: a meta-analysis,27115121
ALTERED PREFRONTAL AND INSULAR CORTICAL THICKNESS IN ADOLESCENT MARIJUANA USERS,21310189
One-year-old fear memories rapidly activate human fusiform gyrus,26416784
Learning and retrieving holistic and componential visual-verbal associations in reading and object naming,27720949
Repetition suppression in occipital–temporal visual areas is modulated by physical rather than semantic features of objects ,18375148
Hemispheric involvement in the processing of Chinese idioms: An fMRI study ,27143223
Diminished medial prefrontal cortex activity in blood-injection-injury phobia ,17306437
Morphometric Correlation of Impulsivity in Medial Prefrontal Cortex,23274773
Effector-independent brain activity during motor imagery of the upper and lower limbs: An fMRI study ,25150928
Context-sensitivity of the feedback-related negativity for zero-value feedback outcomes ,25541513
Multimodal analyses identify linked functional and white matter abnormalities within the working memory network in schizophrenia,22475381
fMRI delineation of working memory for emotional prosody in the brain: Commonalities with the lexico-semantic emotion network ,17481919
The topographical distribution of tissue injury in benign MS: A 3T multiparametric MRI study ,18155611
Multiple Neural Networks Malfunction in Primary Blepharospasm: An Independent Components Analysis,28539879
Conflict-related anterior cingulate functional connectivity is associated with past suicidal ideation and behavior in recent-onset schizophrenia ,25891474
Alzheimer's disease-related changes in regional spontaneous brain activity levels and inter-region interactions in the default mode network ,23501216
Cerebral correlates of muscle tone fluctuations in restless legs syndrome: A pilot study with combined functional magnetic resonance imaging and anterior tibial muscle electromyography ,17638594
True and False Recognition Memories of Odors Induce Distinct Neural Signatures,21811450
Brain spontaneous fluctuations in sensorimotor regions were directly related to eyes open and eyes closed: evidences from a machine learning approach,25191258
Your Flaws Are My Pain: Linking Empathy To Vicarious Embarrassment,21533250
Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study ,22634219
Entacapone Reduces Cortical Activation in Parkinson's Disease with Wearing-Off: A f -MRI Study,24830331
Dissecting the social brain: Introducing the EmpaToM to reveal distinct neural networks and brain–behavior relations for empathy and Theory of Mind ,26254589
Cortical reorganization during PASAT task in MS patients with preserved working memory functions ,16466933
The neural dynamics of updating person impressions,22490923
Concordance of MEG and fMRI patterns in adolescents during verb generation,22365747
Dissociable Brain Mechanisms for Processing Social Exclusion and Rule Violation,20974272
Ipsilateral cortical activation in fibromyalgia patients during brushing correlates with symptom severity ,22819596
Dissecting medial temporal lobe contributions to item and associative memory formation ,19281849
Altered Resting-State Functional Connectivity of the Striatum in Parkinson's Disease after Levodopa Administration,27611959
Dysfunctional action monitoring hyperactivates frontal–striatal circuits in obsessive–compulsive disorder: an event-related fMRI study ,15627591
Neural Responses of Posterior to Anterior Movement on Lumbar Vertebrae: A Functional Magnetic Resonance Imaging Study ,24229849
Lying about the Valence of Affective Pictures: An fMRI Study,20811624
Reward Sensitivity Is Associated with Brain Activity during Erotic Stimulus Processing,23840558
Network discovery with large DCMs,23246991
Functional mapping in the corpus callosum: A 4T fMRI study of white matter ,20643213
Effective Connectivity Predicts Future Placebo Analgesic Response: A dynamic causal modeling study of pain processing in healthy controls,25659463
Inflammation Causes Mood Changes Through Alterations in Subgenual Cingulate Activity and Mesolimbic Connectivity,19423079
Suggested visual hallucination without hypnosis enhances activity in visual areas of the brain ,22123187
Neural correlates of gratitude,26483740
Neural Responses to Smoking Stimuli Are Influenced by Smokers' Attitudes towards Their Own Smoking Behaviour,23155368
Anatomical insights into the interaction of emotion and cognition in the prefrontal cortex,21889953
Genetic variation in apolipoprotein E alters regional gray matter volumes in remitted late-onset depression ,19647324
"IMAGING SIGNAL TRANSDUCTION VIA ARACHIDONIC ACID IN THE HUMAN BRAIN DURING VISUAL STIMULATION, BY MEANS OF POSITRON EMISSION TOMOGRAPHY",17196833
Non-fluent progressive aphasia: Cerebral metabolic patterns and brain reserve ,17184752
The relationship between task‐related and subsequent memory effects,24615858
Illness denial in schizophrenia spectrum disorders,25209949
Enhanced reward sensitivity and decreased loss sensitivity in Internet addicts: An fMRI study during a guessing task ,21764067
Neural reactivation links unconscious thought to decision-making performance,23314012
"An event-related fMRI study of the neural networks underlying the encoding, maintenance, and retrieval phase in a delayed-match-to-sample task ",15820629
"Modulating Intrinsic Connectivity: Adjacent Subregions within Supplementary Motor Cortex, Dorsolateral Prefrontal Cortex, and Parietal Cortex Connect to Separate Functional Networks during Task and Also Connect during Rest",24637793
Negative BOLD signal changes in ipsilateral primary somatosensory cortex are associated with perfusion decreases and behavioral evidence for functional inhibition ,22155327
Neural correlates of affective processing in response to sad and angry facial stimuli in patients with major depressive disorder ,18207298
Altered activation in association with reward-related trial-and-error learning in patients with schizophrenia ,20006717
The Neural Basis of Event-Time Introspection,21498087
Multimodal imaging of functional networks and event-related potentials in performance monitoring ,21421060
The Neural Correlates of Problem States: Testing fMRI Predictions of a Computational Model of Multitasking,20886034
Microstructure of a three-way anatomical network predicts individual differences in response inhibition: A tractography study ,21939775
Long‐term white matter tract reorganization following prolonged febrile seizures,28332711
Past experience shapes ongoing neural patterns for language,26624517
Evolution of fMRI Activation in the Perilesional Primary Motor Cortex and Cerebellum With Rehabilitation Training-Related Motor Gains After Stroke: A Pilot Study,17369516
Citicoline Treatment Improves Measures of Impulsivity and Task Performance in Chronic Marijuana Smokers: A Pilot BOLD fMRI Study,26658924
Is retaining the youthful functional anatomy underlying speed of information processing a signature of successful cognitive ageing? An event-related fMRI study of inspection time performance ,18395472
Sensory over-responsivity and social cognition in ASD: Effects of aversive sensory stimuli and attentional modulation on neural responses to social cues,28284787
Hypothalamus and Amygdala Response to Acupuncture Stimuli in Carpal Tunnel Syndrome,17240066
Neuroanatomical correlates of trait anhedonia in patients with schizophrenia: A voxel-based morphometric study ,21138755
Assessments of Function and Biochemistry of the Anterior Cingulate Cortex in Schizophrenia,20570244
Influence of bodily harm on neural correlates of semantic and moral decision-making ,15652323
Cortical mechanism of communicative speech production ,17627852
Beta-Band Functional Connectivity is Reorganized in Mild Cognitive Impairment after Combined Computerized Physical and Cognitive Training,26973445
Default mode network segregation and social deficits in autism spectrum disorder: Evidence from non-medicated children,26484047
Neural Substrates of Resisting Craving during Cigarette Cue Exposure,17217932
Brain activation during dual-task processing is associated with cardiorespiratory fitness and performance in older adults,26321949
Evaluation of Resting State Networks in Patients with Gliomas: Connectivity Changes in the Unaffected Side and Its Relation to Cognitive Function,25659130
